2.4453,3.1179,3.8844,4.5544,4.9700,5.1785,5.1909,5.0400,4.8148,4.6000,4.4100,4.0521,3.5493,3.1500,2.9293,2.8294,2.7921
3.3909,4.4567,5.4290,6.1854,6.6300,6.8341,6.8391,6.7100,6.5467,6.3800,6.1700,5.7342,5.1191,4.5400,4.1280,3.9404,4.0342
3.9945,5.5058,6.6211,7.3498,7.7200,7.8663,7.8630,7.8000,7.7745,7.7300,7.5600,7.1474,6.5047,5.8200,5.2953,4.9678,4.8635
4.2703,6.1007,7.2539,7.9047,8.2300,8.3894,8.4217,8.4100,8.4632,8.4900,8.3800,8.1189,7.6098,6.9700,6.4653,6.0484,5.6045
4.3983,6.3901,7.5337,8.1228,8.4400,8.6515,8.7614,8.8100,8.8788,8.9400,8.9200,8.7173,8.3771,7.9100,7.2883,6.6336,6.1056
4.4744,6.5557,7.7052,8.2676,8.5700,8.7918,8.9832,9.1200,9.1644,9.2500,9.4100,9.2631,8.9179,8.5300,8.1017,7.4671,6.4197
4.5558,6.6862,7.8247,8.3608,8.6600,8.9046,9.1628,9.3600,9.3831,9.5000,9.8400,9.8077,9.4422,9.0400,8.7789,8.2032,6.6984
4.6265,6.8253,7.9551,8.4706,8.7900,9.0738,9.4052,9.7000,9.8017,9.9800,10.4700,10.9120,10.7438,10.1700,9.8642,9.2510,7.4341
4.6281,6.7278,7.8763,8.4579,8.8300,9.1565,9.5215,9.9200,10.2742,10.5800,11.0500,12.1448,12.4335,11.6500,10.9023,10.0472,8.6101
